"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"15341",1032,"2018-10-03 15:20:10.1480","2018-10-03 15:37:22.3140",39,"Washington St at Rutland St",42.338514601786,-71.0740408301353,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3822,"Customer",1988,2
"15414",239,"2018-10-03 15:33:53.8170","2018-10-03 15:37:53.3440",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2157,"Customer",1969,0
"15808",284,"2018-10-03 16:18:57.4500","2018-10-03 16:23:41.7040",200,"Washington St at Melnea Cass Blvd",42.332817,-71.081198,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4214,"Subscriber",1993,2
"15858",269,"2018-10-03 16:23:27.0460","2018-10-03 16:27:56.4030",4,"Tremont St at E Berkeley St",42.345392,-71.069616,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,1076,"Subscriber",1963,2
"15918",251,"2018-10-03 16:28:36.0570","2018-10-03 16:32:47.0950",55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2158,"Subscriber",1989,2
"16029",229,"2018-10-03 16:37:13.6990","2018-10-03 16:41:02.7880",25,"South End Library - Tremont St at W Newton St",42.341332,-71.076847,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3664,"Subscriber",1992,2
"16391",957,"2018-10-03 17:03:01.8690","2018-10-03 17:18:58.8910",48,"Post Office Square - Pearl St at Milk St",42.356755,-71.055407,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3207,"Subscriber",1991,1
"16526",1834,"2018-10-03 17:09:27.1760","2018-10-03 17:40:01.7980",89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2716,"Subscriber",1989,1
"16662",1729,"2018-10-03 17:15:08.0780","2018-10-03 17:43:57.7230",100,"Davis Square",42.396969,-71.123024,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2129,"Subscriber",1998,2
"16770",225,"2018-10-03 17:20:12.5990","2018-10-03 17:23:58.1110",39,"Washington St at Rutland St",42.338514601786,-71.0740408301353,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3424,"Subscriber",1992,1
"16777",686,"2018-10-03 17:20:30.6590","2018-10-03 17:31:56.9040",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.0911560058594,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,1644,"Subscriber",1987,1
"16881",556,"2018-10-03 17:25:11.4640","2018-10-03 17:34:27.5830",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3949,"Customer",1980,1
